participant	condition	intervention	therm_lvl
P127	guilt	b	0.0
P127	guilt	b	0.0
P127	guilt	b	0.0
P127	guilt	b	0.0
P127	indig	b	0.0
P127	indig	b	1.0
P127	indig	b	5.0
P127	indig	b	10.0
P127	indig	b	10.0
P127	indig	b	10.0
P127	indig	b	10.0
P127	indig	b	10.0
P127	indig	b	7.0
P127	indig	b	3.0
P127	indig	b	0.0
P127	indig	b	0.0
P127	indig	b	1.0
P127	indig	b	1.0
P127	indig	b	0.0
P127	indig	b	0.0
P127	indig	b	0.0
P127	indig	b	0.0
P127	indig	b	0.0
P127	indig	b	0.0
P127	indig	b	0.0
P127	indig	b	0.0
P127	indig	b	0.0
P127	indig	b	0.0
P127	indig	b	0.0
P127	indig	b	0.0
P127	indig	b	0.0
P127	indig	b	1.0
P127	indig	b	0.0
P127	indig	b	2.0
P127	indig	b	0.0
P127	indig	b	2.0
P127	indig	b	1.0
P127	indig	b	2.0
P127	indig	b	1.0
P127	indig	b	3.0
P127	indig	b	3.0
P127	indig	b	6.0
P127	indig	b	6.0
P127	indig	b	7.0
P127	indig	b	6.0
P127	indig	b	10.0
P127	indig	b	0.0
P127	indig	b	0.0
P127	indig	b	0.0
P127	indig	b	0.0
P127	indig	b	0.0
P127	indig	b	0.0
P127	indig	b	0.0
P127	indig	b	1.0
P127	indig	b	3.0
P127	indig	b	5.0
P127	indig	b	7.0
P127	indig	b	8.0
P127	indig	b	10.0
P127	indig	b	10.0
P127	indig	b	10.0
P127	indig	b	6.0
P127	indig	b	6.0
P127	indig	b	4.0
P127	indig	b	4.0
P127	indig	b	5.0
P127	indig	b	7.0
P127	indig	b	6.0
P127	indig	b	6.0
P127	indig	b	6.0
P127	indig	b	6.0
P127	indig	b	8.0
P127	indig	b	9.0
P127	indig	b	10.0
P127	indig	b	10.0
P127	indig	b	7.0
P127	indig	b	6.0
P127	indig	b	7.0
P127	indig	b	10.0
P127	indig	b	10.0
P127	indig	b	9.0
P127	indig	b	9.0
P127	indig	b	9.0
P127	indig	b	8.0
P127	indig	b	8.0
P127	indig	b	8.0
P127	indig	b	10.0
P127	indig	b	8.0
P127	indig	b	0.0
P127	indig	b	0.0
P127	indig	b	0.0
P127	indig	b	0.0
P127	indig	b	0.0
P127	indig	b	0.0
P127	indig	b	0.0
P127	indig	b	0.0
P127	indig	b	0.0
P127	indig	b	0.0
P127	indig	b	0.0
P127	indig	b	2.0
P127	indig	b	6.0
P127	indig	b	5.0
P127	indig	b	3.0
P127	indig	b	0.0
P127	indig	b	0.0
P127	indig	b	1.0
P127	indig	b	2.0
P127	indig	b	3.0
P127	indig	b	3.0
P127	indig	b	3.0
P127	indig	b	1.0
P127	indig	b	2.0
P127	indig	b	0.0
P127	indig	b	1.0
P127	indig	b	1.0
P127	indig	b	1.0
P127	indig	b	1.0
P127	indig	b	1.0
P127	indig	b	2.0
P127	indig	b	4.0
P127	indig	b	6.0
P127	indig	b	7.0
P127	indig	b	8.0
P127	indig	b	10.0
P127	indig	b	9.0
P127	indig	b	10.0
P127	indig	b	9.0
P127	indig	b	8.0
P127	indig	b	8.0
P127	indig	b	7.0
P127	indig	b	0.0
P127	indig	b	0.0
P127	indig	b	0.0
P127	indig	b	0.0
P127	indig	b	1.0
P127	indig	b	0.0
P127	indig	b	1.0
P127	indig	b	0.0
P127	indig	b	2.0
P127	indig	b	1.0
P127	indig	b	1.0
P127	indig	b	1.0
P127	indig	b	3.0
P127	indig	b	4.0
P127	indig	b	5.0
P127	indig	b	6.0
P127	indig	b	5.0
P127	indig	b	3.0
P127	indig	b	4.0
P127	indig	b	5.0
P127	indig	b	8.0
P127	indig	b	5.0
P127	indig	b	4.0
P127	indig	b	2.0
P127	indig	b	2.0
P127	indig	b	2.0
P127	indig	b	2.0
P127	indig	b	3.0
P127	indig	b	2.0
P127	indig	b	0.0
P127	indig	b	0.0
P127	indig	b	0.0
P127	indig	b	1.0
P127	indig	b	2.0
P127	indig	b	3.0
P127	indig	b	5.0
P127	indig	b	5.0
P127	indig	b	1.0
P127	indig	b	0.0
P127	indig	b	0.0
P127	indig	b	2.0
P127	indig	b	1.0
P128	guilt	a	3.0
P128	guilt	a	3.0
P128	guilt	a	5.0
P128	guilt	a	4.0
P128	guilt	a	5.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	2.0
P128	guilt	a	7.0
P128	guilt	a	5.0
P128	guilt	a	6.0
P128	guilt	a	7.0
P128	guilt	a	5.0
P128	guilt	a	5.0
P128	guilt	a	0.0
P128	guilt	a	1.0
P128	guilt	a	0.0
P128	guilt	a	1.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	1.0
P128	guilt	a	2.0
P128	guilt	a	3.0
P128	guilt	a	1.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	1.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	1.0
P128	guilt	a	9.0
P128	guilt	a	6.0
P128	guilt	a	2.0
P128	guilt	a	1.0
P128	guilt	a	9.0
P128	guilt	a	7.0
P128	guilt	a	3.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	3.0
P128	guilt	a	3.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	1.0
P128	guilt	a	4.0
P128	guilt	a	7.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	2.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	1.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	1.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	4.0
P128	guilt	a	2.0
P128	guilt	a	1.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	2.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	3.0
P128	guilt	a	1.0
P128	guilt	a	2.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	3.0
P128	guilt	a	8.0
P128	guilt	a	5.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	0.0
P128	guilt	a	7.0
P128	guilt	a	8.0
P128	guilt	a	6.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	5.0
P128	indig	a	1.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	4.0
P128	indig	a	10.0
P128	indig	a	10.0
P128	indig	a	8.0
P128	indig	a	3.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	1.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	2.0
P128	indig	a	0.0
P128	indig	a	5.0
P128	indig	a	4.0
P128	indig	a	9.0
P128	indig	a	9.0
P128	indig	a	2.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	2.0
P128	indig	a	3.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	1.0
P128	indig	a	3.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	2.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	4.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	2.0
P128	indig	a	1.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	2.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	6.0
P128	indig	a	5.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	3.0
P128	indig	a	2.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	8.0
P128	indig	a	9.0
P128	indig	a	5.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	2.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P128	indig	a	0.0
P136	guilt	a	0.0
P136	guilt	a	0.0
P136	guilt	a	0.0
P136	guilt	a	0.0
P136	guilt	a	3.0
P136	guilt	a	6.0
P136	guilt	a	1.0
P136	guilt	a	0.0
P136	guilt	a	0.0
P136	guilt	a	0.0
P136	guilt	a	0.0
P136	guilt	a	0.0
P136	guilt	a	1.0
P136	guilt	a	5.0
P136	guilt	a	6.0
P136	guilt	a	3.0
P136	guilt	a	2.0
P136	guilt	a	2.0
P136	guilt	a	3.0
P136	guilt	a	0.0
P136	guilt	a	0.0
P136	guilt	a	0.0
P136	guilt	a	0.0
P136	guilt	a	0.0
P136	guilt	a	1.0
P136	guilt	a	0.0
P136	guilt	a	0.0
P136	guilt	a	0.0
P136	guilt	a	3.0
P136	guilt	a	3.0
P136	guilt	a	3.0
P136	guilt	a	4.0
P136	guilt	a	4.0
P136	guilt	a	4.0
P136	guilt	a	1.0
P136	guilt	a	1.0
P136	guilt	a	0.0
P136	guilt	a	0.0
P136	guilt	a	3.0
P136	guilt	a	6.0
P136	guilt	a	6.0
P136	guilt	a	4.0
P136	guilt	a	0.0
P136	guilt	a	0.0
P136	guilt	a	0.0
P136	guilt	a	0.0
P136	guilt	a	0.0
P136	guilt	a	0.0
P136	guilt	a	1.0
P136	guilt	a	5.0
P136	guilt	a	4.0
P136	guilt	a	6.0
P136	guilt	a	3.0
P136	guilt	a	5.0
P136	guilt	a	2.0
P136	guilt	a	2.0
P136	guilt	a	5.0
P136	guilt	a	7.0
P136	guilt	a	8.0
P136	guilt	a	4.0
P136	guilt	a	1.0
P136	guilt	a	1.0
P136	guilt	a	4.0
P136	guilt	a	8.0
P136	guilt	a	1.0
P136	guilt	a	0.0
P136	guilt	a	0.0
P136	guilt	a	0.0
P136	guilt	a	1.0
P136	guilt	a	4.0
P136	guilt	a	6.0
P136	guilt	a	7.0
P136	guilt	a	4.0
P136	guilt	a	0.0
P136	guilt	a	0.0
P136	guilt	a	0.0
P136	guilt	a	0.0
P136	guilt	a	8.0
P136	guilt	a	10.0
P136	guilt	a	10.0
P136	guilt	a	10.0
P136	guilt	a	10.0
P136	guilt	a	10.0
P136	guilt	a	8.0
P136	guilt	a	1.0
P136	guilt	a	2.0
P136	guilt	a	1.0
P136	guilt	a	2.0
P136	guilt	a	3.0
P136	guilt	a	4.0
P136	guilt	a	5.0
P136	guilt	a	8.0
P136	guilt	a	8.0
P136	guilt	a	6.0
P136	guilt	a	2.0
P136	guilt	a	7.0
P136	guilt	a	10.0
P136	guilt	a	10.0
P136	guilt	a	10.0
P136	guilt	a	9.0
P136	guilt	a	10.0
P136	guilt	a	7.0
P136	guilt	a	7.0
P136	guilt	a	7.0
P136	guilt	a	8.0
P136	guilt	a	8.0
P136	guilt	a	9.0
P136	guilt	a	8.0
P136	guilt	a	10.0
P136	guilt	a	9.0
P136	guilt	a	4.0
P136	guilt	a	1.0
P136	guilt	a	5.0
P136	guilt	a	10.0
P136	guilt	a	10.0
P136	guilt	a	10.0
P136	guilt	a	10.0
P136	guilt	a	10.0
P136	guilt	a	5.0
P136	guilt	a	5.0
P136	guilt	a	5.0
P136	guilt	a	7.0
P136	guilt	a	7.0
P136	guilt	a	4.0
P136	guilt	a	8.0
P136	guilt	a	5.0
P136	guilt	a	0.0
P136	guilt	a	0.0
P136	guilt	a	0.0
P136	guilt	a	2.0
P136	guilt	a	2.0
P136	guilt	a	6.0
P136	guilt	a	3.0
P136	guilt	a	4.0
P136	guilt	a	0.0
P136	guilt	a	0.0
P136	guilt	a	0.0
P136	guilt	a	0.0
P136	guilt	a	0.0
P136	guilt	a	0.0
P136	guilt	a	0.0
P136	guilt	a	1.0
P136	guilt	a	1.0
P136	guilt	a	0.0
P136	guilt	a	0.0
P136	guilt	a	0.0
P136	guilt	a	1.0
P136	guilt	a	1.0
P136	guilt	a	0.0
P136	guilt	a	3.0
P136	guilt	a	7.0
P136	guilt	a	1.0
P136	guilt	a	0.0
P136	guilt	a	0.0
P136	guilt	a	0.0
P136	guilt	a	0.0
P136	guilt	a	0.0
P136	guilt	a	0.0
P136	guilt	a	0.0
P136	guilt	a	2.0
P136	guilt	a	7.0
P136	guilt	a	10.0
P136	guilt	a	10.0
P136	guilt	a	10.0
P136	guilt	a	10.0
P136	guilt	a	10.0
P136	guilt	a	10.0
P136	guilt	a	9.0
P136	indig	a	1.0
P136	indig	a	2.0
P136	indig	a	3.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	2.0
P136	indig	a	6.0
P136	indig	a	5.0
P136	indig	a	2.0
P136	indig	a	1.0
P136	indig	a	2.0
P136	indig	a	3.0
P136	indig	a	2.0
P136	indig	a	4.0
P136	indig	a	2.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	2.0
P136	indig	a	1.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	1.0
P136	indig	a	1.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	1.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	3.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	3.0
P136	indig	a	4.0
P136	indig	a	5.0
P136	indig	a	4.0
P136	indig	a	2.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	7.0
P136	indig	a	5.0
P136	indig	a	6.0
P136	indig	a	1.0
P136	indig	a	5.0
P136	indig	a	5.0
P136	indig	a	5.0
P136	indig	a	4.0
P136	indig	a	1.0
P136	indig	a	1.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P136	indig	a	0.0
P145	guilt	a	3.0
P145	guilt	a	2.0
P145	guilt	a	3.0
P145	guilt	a	3.0
P145	guilt	a	3.0
P145	guilt	a	2.0
P145	guilt	a	1.0
P145	guilt	a	0.0
P145	guilt	a	0.0
P145	guilt	a	0.0
P145	guilt	a	0.0
P145	guilt	a	0.0
P145	guilt	a	0.0
P145	guilt	a	0.0
P145	guilt	a	0.0
P145	guilt	a	0.0
P145	guilt	a	0.0
P145	guilt	a	0.0
P145	guilt	a	0.0
P145	guilt	a	0.0
P145	guilt	a	0.0
P145	guilt	a	2.0
P145	guilt	a	0.0
P145	guilt	a	0.0
P145	guilt	a	0.0
P145	guilt	a	0.0
P145	guilt	a	0.0
P145	guilt	a	0.0
P145	guilt	a	0.0
P145	guilt	a	0.0
P145	guilt	a	0.0
P145	guilt	a	0.0
P145	guilt	a	0.0
P145	guilt	a	0.0
P145	guilt	a	0.0
P145	guilt	a	0.0
P145	guilt	a	0.0
P145	guilt	a	0.0
P145	guilt	a	0.0
P145	guilt	a	0.0
P145	guilt	a	0.0
P145	guilt	a	0.0
P145	guilt	a	0.0
P145	guilt	a	0.0
P145	guilt	a	1.0
P145	guilt	a	2.0
P145	guilt	a	3.0
P145	guilt	a	4.0
P145	guilt	a	5.0
P145	guilt	a	6.0
P145	guilt	a	6.0
P145	guilt	a	6.0
P145	guilt	a	7.0
P145	guilt	a	7.0
P145	guilt	a	8.0
P145	guilt	a	5.0
P145	guilt	a	5.0
P145	guilt	a	2.0
P145	guilt	a	3.0
P145	guilt	a	1.0
P145	guilt	a	4.0
P145	guilt	a	4.0
P145	guilt	a	5.0
P145	guilt	a	1.0
P145	guilt	a	1.0
P145	guilt	a	1.0
P145	guilt	a	3.0
P145	guilt	a	3.0
P145	guilt	a	2.0
P145	guilt	a	3.0
P145	guilt	a	2.0
P145	guilt	a	3.0
P145	guilt	a	0.0
P145	guilt	a	3.0
P145	guilt	a	4.0
P145	guilt	a	6.0
P145	guilt	a	5.0
P145	guilt	a	7.0
P145	guilt	a	8.0
P145	guilt	a	10.0
P145	guilt	a	9.0
P145	guilt	a	8.0
P145	guilt	a	9.0
P145	guilt	a	9.0
P145	guilt	a	0.0
P145	guilt	a	2.0
P145	guilt	a	5.0
P145	guilt	a	4.0
P145	guilt	a	0.0
P145	guilt	a	0.0
P145	guilt	a	0.0
P145	guilt	a	0.0
P145	guilt	a	1.0
P145	guilt	a	2.0
P145	guilt	a	2.0
P145	guilt	a	3.0
P145	guilt	a	0.0
P145	guilt	a	0.0
P145	guilt	a	0.0
P145	guilt	a	3.0
P145	guilt	a	5.0
P145	guilt	a	3.0
P145	guilt	a	0.0
P145	guilt	a	1.0
P145	guilt	a	4.0
P145	guilt	a	3.0
P145	guilt	a	0.0
P145	guilt	a	0.0
P145	guilt	a	3.0
P145	guilt	a	6.0
P145	guilt	a	6.0
P145	guilt	a	4.0
P145	guilt	a	2.0
P145	guilt	a	1.0
P145	guilt	a	1.0
P145	guilt	a	2.0
P145	guilt	a	5.0
P145	guilt	a	7.0
P145	guilt	a	9.0
P145	guilt	a	9.0
P145	guilt	a	8.0
P145	guilt	a	5.0
P145	guilt	a	1.0
P145	guilt	a	0.0
P145	guilt	a	0.0
P145	guilt	a	2.0
P145	guilt	a	0.0
P145	guilt	a	0.0
P145	guilt	a	0.0
P145	guilt	a	2.0
P145	guilt	a	2.0
P145	guilt	a	0.0
P145	guilt	a	0.0
P145	guilt	a	0.0
P145	guilt	a	2.0
P145	guilt	a	5.0
P145	guilt	a	7.0
P145	guilt	a	6.0
P145	guilt	a	5.0
P145	guilt	a	4.0
P145	guilt	a	2.0
P145	guilt	a	1.0
P145	guilt	a	2.0
P145	guilt	a	4.0
P145	guilt	a	5.0
P145	guilt	a	5.0
P145	guilt	a	6.0
P145	guilt	a	4.0
P145	guilt	a	1.0
P145	guilt	a	0.0
P145	guilt	a	0.0
P145	guilt	a	2.0
P145	guilt	a	3.0
P145	guilt	a	5.0
P145	guilt	a	4.0
P145	guilt	a	2.0
P145	guilt	a	1.0
P145	guilt	a	1.0
P145	guilt	a	0.0
P145	guilt	a	0.0
P145	guilt	a	0.0
P145	guilt	a	0.0
P145	guilt	a	1.0
P145	guilt	a	3.0
P145	guilt	a	5.0
P145	guilt	a	7.0
P145	guilt	a	6.0
P145	guilt	a	6.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	4.0
P145	indig	a	3.0
P145	indig	a	2.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	3.0
P145	indig	a	5.0
P145	indig	a	6.0
P145	indig	a	4.0
P145	indig	a	3.0
P145	indig	a	2.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	3.0
P145	indig	a	6.0
P145	indig	a	8.0
P145	indig	a	5.0
P145	indig	a	2.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	2.0
P145	indig	a	3.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	3.0
P145	indig	a	5.0
P145	indig	a	3.0
P145	indig	a	3.0
P145	indig	a	1.0
P145	indig	a	1.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	2.0
P145	indig	a	4.0
P145	indig	a	5.0
P145	indig	a	4.0
P145	indig	a	1.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	1.0
P145	indig	a	2.0
P145	indig	a	1.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	1.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	1.0
P145	indig	a	3.0
P145	indig	a	2.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	1.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	2.0
P145	indig	a	2.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	2.0
P145	indig	a	3.0
P145	indig	a	1.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	0.0
P145	indig	a	2.0
P145	indig	a	3.0
P145	indig	a	1.0
